ID	adj.P.Val	P.Value	logFC	GB_ACC
Cit.16827.1.S1_at	0.2810595	1.60e-01	1.4056525	CX640088
Cit.23550.1.S1_x_at	0.2811187	1.60e-01	0.2049802	DN620158
Cit.6932.1.S1_at	0.2812414	1.60e-01	-0.7325608	CV717764
Cit.27683.1.S1_at	0.2813212	1.60e-01	1.0694782	CX076885
Cit.36197.1.S1_at	0.281341	1.60e-01	0.5278019	CN188750
Cit.40253.1.S1_at	0.281341	1.60e-01	0.1898257	
Cit.27512.1.S1_at	0.281341	1.60e-01	2.3407888	CX074256
Cit.25139.1.S1_s_at	0.2813623	1.60e-01	-1.3130063	CK933782
Cit.26691.1.S1_at	0.2813884	1.60e-01	-0.5259334	CX045662
Cit.14925.1.S1_at	0.2815517	1.60e-01	0.2130776	CX644152
Cit.19159.1.S1_at	0.2815517	1.60e-01	1.8910905	CX302824
Cit.21742.1.S1_at	0.2816039	1.60e-01	-0.6223432	CX305779
Cit.37932.1.S1_at	0.2816566	1.60e-01	0.1467326	CF504060
Cit.29556.1.S1_s_at	0.281699	1.60e-01	-0.095732	CK936692
Cit.8165.1.S1_at	0.281699	1.60e-01	-0.3196242	DN618206
Cit.38546.1.S1_at	0.2818037	1.60e-01	0.2060461	CF509602
Cit.25897.1.S1_s_at	0.2818579	1.60e-01	-0.1974639	CB293247
Cit.24182.1.S1_at	0.282044	1.60e-01	0.4762776	CD575339
Cit.14017.1.S1_s_at	0.2820679	1.60e-01	-0.4780229	CX642452
Cit.18675.1.S1_at	0.2822176	1.61e-01	-1.8678791	CX299059
Cit.27163.1.S1_at	0.2822176	1.61e-01	0.6251849	CV718753
Cit.20743.1.S1_at	0.2822338	1.61e-01	0.1118881	DN798050
Cit.31260.1.S1_at	0.2822442	1.61e-01	-0.2199345	CX304579
Cit.27377.1.S1_at	0.2822736	1.61e-01	0.9517516	CX071784
Cit.14553.1.S1_s_at	0.2822896	1.61e-01	-0.2326878	DN620055
Cit.32561.1.S1_at	0.2824423	1.61e-01	-0.1977277	CX292239
Cit.18115.1.S1_at	0.2824646	1.61e-01	0.0868098	CX294313
Cit.25196.1.S1_x_at	0.2825247	1.61e-01	-0.3410465	DN622544
Cit.15250.1.S1_at	0.2827462	1.61e-01	-0.3178796	CN186664
Cit.23235.1.S1_at	0.2827462	1.61e-01	0.3878313	CX077858
Cit.24720.1.S1_s_at	0.2828537	1.61e-01	0.2283121	CX638810
Cit.18780.1.S1_at	0.2829214	1.61e-01	1.4423378	CX300999
Cit.23079.1.S1_at	0.2829769	1.61e-01	-1.6553301	CV716892
Cit.7007.1.S1_at	0.2830512	1.61e-01	-0.1194325	CX676218
Cit.25472.1.S1_at	0.2830945	1.61e-01	2.0456892	CX666770
Cit.6641.1.S1_at	0.2831055	1.61e-01	-1.0000656	CX303192
Cit.6721.1.S1_at	0.2831553	1.61e-01	-0.1504738	CX671874
Cit.26036.1.S1_at	0.2832737	1.61e-01	1.6597502	CF834238
Cit.11850.1.S1_s_at	0.2832789	1.61e-01	0.1330495	CN182214
Cit.28785.1.S1_x_at	0.2832789	1.61e-01	-0.4795823	CD575546
Cit.4062.1.S1_at	0.2832999	1.61e-01	-0.1843865	CK938771
Cit.25712.1.S1_s_at	0.2834657	1.62e-01	0.1741011	CF830472
Cit.20357.1.S1_at	0.2834737	1.62e-01	2.0304144	CD575740
Cit.18325.1.S1_s_at	0.2835284	1.62e-01	-0.1377674	CB610984
Cit.28696.1.S1_s_at	0.2835432	1.62e-01	0.1014735	CV711816
Cit.3921.1.S1_at	0.2836347	1.62e-01	-0.4288418	CX074332
Cit.24028.1.S1_x_at	0.2836446	1.62e-01	-2.0740479	CD574601
Cit.29360.1.S1_at	0.2836456	1.62e-01	-0.3710179	DN959100
Cit.18125.1.S1_at	0.2836456	1.62e-01	-0.3192251	CK702321
Cit.14388.1.S1_at	0.2836644	1.62e-01	-0.1856549	CX668010
Cit.344.1.S1_s_at	0.2836815	1.62e-01	-0.1040101	CN188725
Cit.614.1.S1_at	0.2837784	1.62e-01	0.1648471	CB291657
Cit.40181.1.S1_at	0.2838374	1.62e-01	1.2380833	CK935856
Cit.4449.1.S1_at	0.2838382	1.62e-01	-0.2156827	CX070098
Cit.22601.1.S1_x_at	0.283941	1.62e-01	1.5549083	CF835728
Cit.39436.1.S1_at	0.2839423	1.62e-01	0.4228055	
Cit.14579.1.S1_at	0.2839462	1.62e-01	0.8226219	CX637512
Cit.15634.1.S1_at	0.284058	1.62e-01	-0.1393627	CX043516
Cit.19268.1.S1_at	0.2841252	1.62e-01	1.5544952	CX304339
Cit.11276.1.S1_at	0.2841252	1.62e-01	0.1818057	CA588039
Cit.28773.1.S1_at	0.2841395	1.62e-01	0.8368951	CD574062
Cit.13980.1.S1_at	0.2841395	1.62e-01	0.1723447	BQ622920
Cit.21737.1.S1_at	0.2842647	1.62e-01	1.1485081	CX306658
Cit.30810.1.S1_s_at	0.2843506	1.62e-01	-0.1462629	CX289805
Cit.1352.1.S1_s_at	0.2843506	1.62e-01	0.1180725	CV712799
Cit.13798.1.S1_s_at	0.2843506	1.62e-01	2.2228728	CV718435
Cit.27423.1.S1_at	0.2844067	1.62e-01	-0.9417294	CX072695
Cit.25933.1.S1_x_at	0.2844212	1.62e-01	-0.2797825	CB293732
Cit.27819.1.S1_at	0.2844212	1.62e-01	1.4480092	CX675960
Cit.25082.1.S1_at	0.2844212	1.62e-01	-0.1998797	CX306187
Cit.40177.1.S1_at	0.2846033	1.62e-01	-0.2558089	
Cit.31163.1.S1_at	0.2846749	1.62e-01	-0.1849229	CX299403
Cit.15046.1.S1_s_at	0.2849042	1.63e-01	-0.0935792	CN182798
Cit.22050.1.S1_at	0.2849227	1.63e-01	-1.8901826	DN623879
Cit.22028.1.S1_at	0.2849776	1.63e-01	0.1222618	DN623436
Cit.27695.1.S1_at	0.2849783	1.63e-01	0.542035	CX077017
Cit.373.1.S1_x_at	0.2849799	1.63e-01	-0.1826585	CB290242
Cit.6936.1.S1_at	0.2850022	1.63e-01	2.7796649	CV713639
Cit.9552.1.S1_at	0.2850701	1.63e-01	0.1823915	CX664157
Cit.19387.1.S1_s_at	0.2850701	1.63e-01	0.1138971	CK934398
Cit.16823.1.S1_at	0.2850701	1.63e-01	-0.546801	CV714113
Cit.16371.1.S1_at	0.2850701	1.63e-01	-0.3384033	CX544286
Cit.20856.1.S1_at	0.2850701	1.63e-01	0.350953	DN959350
Cit.11596.1.S1_at	0.2851395	1.63e-01	-0.218674	CV718020
Cit.14351.1.S1_s_at	0.2851395	1.63e-01	-0.1301845	DN619737
Cit.26312.1.S1_s_at	0.28522	1.63e-01	-0.185902	CV884779
Cit.422.1.S1_at	0.2852867	1.63e-01	-0.3266835	CX046785
Cit.24607.1.S1_s_at	0.2852905	1.63e-01	0.1639343	CX635323
Cit.4902.1.S1_at	0.2853039	1.63e-01	0.1081336	CX644312
Cit.195.1.S1_x_at	0.2853039	1.63e-01	0.6017067	CX664656
Cit.40241.1.S1_at	0.285315	1.63e-01	-0.3806384	
Cit.11423.1.S1_at	0.2853285	1.63e-01	-0.2788604	CV719890
Cit.8541.1.S1_at	0.2854294	1.63e-01	-0.3416703	DR404978
Cit.14627.1.S1_at	0.2854396	1.63e-01	0.2036062	CV720031
Cit.19176.1.S1_at	0.2854756	1.63e-01	1.4742459	CX302904
Cit.16523.1.S1_s_at	0.2855037	1.63e-01	0.4422445	CX663712
Cit.30930.1.S1_s_at	0.2855766	1.63e-01	-0.2375783	CK934924
Cit.29304.1.S1_at	0.2855784	1.63e-01	-0.2914476	CV716032
Cit.32179.1.S1_at	0.2855784	1.63e-01	-0.1282227	CX289009
Cit.29252.1.S1_s_at	0.2856608	1.63e-01	-0.1462664	CF832256
Cit.5187.1.S1_at	0.2857619	1.63e-01	-0.1354194	CX071838
Cit.4308.1.S1_at	0.2857619	1.63e-01	0.2998043	CV720075
Cit.27450.1.S1_at	0.2857838	1.63e-01	1.9647834	CX073224
Cit.30992.1.S1_at	0.2858451	1.63e-01	0.0941363	CK934989
Cit.37940.1.S1_at	0.2858451	1.63e-01	-0.1712731	CF504145
Cit.4485.1.S1_at	0.2859147	1.64e-01	-0.1500743	CN190104
Cit.8922.1.S1_at	0.2859606	1.64e-01	-0.2270107	CF833071
Cit.22407.1.S1_x_at	0.2859907	1.64e-01	-0.7226618	CB290924
Cit.23454.1.S1_at	0.2859992	1.64e-01	0.2301752	CX674074
Cit.3141.1.S1_at	0.2864247	1.64e-01	0.7206014	DT214479
Cit.20715.1.S1_at	0.2866028	1.64e-01	-0.0993743	DN797854
Cit.26143.1.S1_at	0.2867541	1.64e-01	0.6557854	CF837788
Cit.3029.1.S1_s_at	0.2867928	1.64e-01	-0.1034076	CF834386
Cit.30122.1.S1_at	0.2868248	1.64e-01	0.1106063	CK933988
Cit.29072.1.S1_at	0.2868849	1.64e-01	-0.7567571	CX640173
Cit.39670.1.S1_at	0.2869919	1.64e-01	-0.2109167	DN135153
Cit.20993.1.S1_at	0.2871984	1.64e-01	0.5670815	DN795419
Cit.2145.1.S1_x_at	0.2872494	1.64e-01	-0.3369383	CX303445
Cit.13586.1.S1_at	0.287332	1.64e-01	0.2264207	CF834266
Cit.19161.1.S1_x_at	0.2873759	1.64e-01	-0.4024581	CX302837
Cit.6479.1.S1_at	0.2874422	1.65e-01	-0.2424267	CF830307
Cit.32238.1.S1_at	0.2874486	1.65e-01	0.4964413	CX289559
Cit.10824.1.S1_at	0.2875315	1.65e-01	0.1176172	CF832388
Cit.27469.1.S1_at	0.2875397	1.65e-01	-0.5450234	CX073512
Cit.23889.1.S1_at	0.2875397	1.65e-01	1.5637464	CV708277
Cit.22000.1.S1_at	0.2875535	1.65e-01	0.2229826	DN622909
Cit.25153.1.S1_at	0.2875902	1.65e-01	-0.5587531	DN621751
Cit.21387.1.S1_at	0.287617	1.65e-01	-0.258574	CV709194
Cit.26487.1.S1_at	0.2877951	1.65e-01	0.5718164	CN187853
Cit.31203.1.S1_at	0.2877951	1.65e-01	-0.1913971	DN959696
Cit.40074.1.S1_s_at	0.2877951	1.65e-01	0.162025	DR909486
Cit.5827.1.S1_at	0.2877951	1.65e-01	0.1532346	CX070613
Cit.10730.1.S1_s_at	0.2877951	1.65e-01	-0.1116336	CB291302
Cit.8774.1.S1_at	0.2877951	1.65e-01	-1.9887271	CV713106
Cit.3183.1.S1_at	0.2878223	1.65e-01	-1.060585	CV717354
Cit.11325.1.S1_at	0.2878262	1.65e-01	-0.2375929	CV718186
Cit.9809.1.S1_x_at	0.2878316	1.65e-01	-0.1510196	CN187175
Cit.33241.1.S1_at	0.2879039	1.65e-01	-1.6142018	CX298867
Cit.20372.1.S1_at	0.2879039	1.65e-01	-2.4200597	CX635634
Cit.35895.1.S1_at	0.2879159	1.65e-01	0.2314538	CX665950
Cit.23658.1.S1_at	0.2879721	1.65e-01	-0.2076594	CV704911
Cit.24555.1.S1_at	0.2879955	1.65e-01	1.4818575	CX546393
Cit.33025.1.S1_at	0.2880412	1.65e-01	-0.4363978	CX296541
Cit.7717.1.S1_at	0.2880412	1.65e-01	1.2303724	CV717055
Cit.23105.1.S1_at	0.2880542	1.65e-01	0.4510674	CV720119
Cit.7887.1.S1_at	0.2880555	1.65e-01	0.4547664	CV718850
Cit.12650.1.S1_s_at	0.2881032	1.65e-01	-0.3038289	CX666475
Cit.20703.1.S1_at	0.288118	1.65e-01	-0.2031987	DN797771
Cit.29180.1.S1_at	0.288118	1.65e-01	-0.1300328	CX643112
Cit.23366.1.S1_at	0.2881217	1.65e-01	0.3132849	CX672008
Cit.27042.1.S1_at	0.2882291	1.65e-01	1.2866106	CV717081
Cit.22607.1.S1_at	0.2882431	1.65e-01	-1.0231856	CF835908
Cit.25310.1.S1_x_at	0.2882435	1.65e-01	-0.2012704	DT214416
Cit.16372.1.S1_at	0.2882842	1.65e-01	1.4619807	CX676160
Cit.18052.1.S1_s_at	0.2882842	1.65e-01	0.119868	CK939339
Cit.2251.1.S1_at	0.2883405	1.65e-01	-2.2623275	CN187028
Cit.37858.1.S1_at	0.2883405	1.65e-01	-1.4782427	CF421121
Cit.13972.1.S1_at	0.2883405	1.65e-01	0.0866242	CX297653
Cit.6880.1.S1_at	0.2883405	1.65e-01	1.2501139	CV715474
Cit.4852.1.S1_at	0.288343	1.65e-01	0.0872568	CV712204
Cit.30366.1.S1_at	0.288343	1.65e-01	-0.7463876	CB291310
Cit.2689.1.S1_s_at	0.288343	1.65e-01	-0.1056428	CX643558
Cit.34871.1.S1_at	0.2884534	1.66e-01	-0.4213175	C24225
CitAffx.5.1.S1_x_at	0.288769	1.66e-01	0.7430901	
Cit.15897.1.S1_at	0.2888653	1.66e-01	0.2902032	DN617682
Cit.19995.1.S1_at	0.2888662	1.66e-01	-0.5529138	CK939668
Cit.20187.1.S1_at	0.2889289	1.66e-01	-0.1586872	CN185522
Cit.12639.1.S1_at	0.2890205	1.66e-01	-0.3925533	C24086
Cit.36972.1.S1_at	0.2890205	1.66e-01	0.2602675	CD576499
Cit.26388.1.S1_at	0.2890787	1.66e-01	1.8880243	CN185507
Cit.19520.1.S1_x_at	0.2892003	1.66e-01	0.1715028	CK936382
Cit.4932.1.S1_at	0.289208	1.66e-01	-0.3867277	CX636189
Cit.30282.1.S1_at	0.2892186	1.66e-01	0.9070706	
Cit.33913.1.S1_at	0.2892961	1.66e-01	0.8822021	CX302905
Cit.27069.1.S1_at	0.2894866	1.66e-01	-0.3373098	CV717401
Cit.21467.1.S1_at	0.2895402	1.66e-01	-1.4664042	CX045542
Cit.36221.1.S1_at	0.2895582	1.66e-01	-0.5291686	CN190993
Cit.14574.1.S1_at	0.2896206	1.66e-01	-0.1254227	CX291519
Cit.108.1.S1_x_at	0.2896716	1.66e-01	0.1607157	CB290311
Cit.13411.1.S1_at	0.2896762	1.66e-01	-0.284395	CV715016
Cit.31209.1.S1_at	0.2896873	1.66e-01	0.1898006	CV705326
Cit.28543.1.S1_at	0.2897018	1.66e-01	1.360297	CV709309
Cit.25940.1.S1_at	0.2897781	1.66e-01	0.25821	CB293785
Cit.14826.1.S1_s_at	0.2898154	1.66e-01	-0.5450216	CV717430
Cit.37035.1.S1_at	0.2898304	1.67e-01	-0.4833915	CX635954
Cit.25522.1.S1_x_at	0.2898458	1.67e-01	1.4201369	CX668540
Cit.38462.1.S1_at	0.2898458	1.67e-01	-0.3027821	CF508742
Cit.28783.1.S1_at	0.2898847	1.67e-01	0.2918647	CD575745
Cit.15862.1.S1_at	0.2898847	1.67e-01	-0.2030211	CN184471
Cit.20613.1.S1_at	0.2899436	1.67e-01	0.1109728	DN796770
Cit.15811.1.S1_at	0.2899452	1.67e-01	-1.3680743	CX668084
Cit.27461.1.S1_at	0.2900019	1.67e-01	0.557826	CX073389
Cit.3076.1.S1_s_at	0.290011	1.67e-01	-0.0894571	CX635526
Cit.26471.1.S1_at	0.2900359	1.67e-01	-0.2219082	CN187372
Cit.25960.1.S1_at	0.2903231	1.67e-01	1.4958913	CF832119
Cit.3059.1.S1_s_at	0.2903231	1.67e-01	-0.1280979	CX670071
Cit.31364.1.S1_at	0.2903414	1.67e-01	0.2459033	DN617639
Cit.27250.1.S1_at	0.2903414	1.67e-01	1.8756462	CX069430
Cit.7700.1.S1_at	0.2903414	1.67e-01	-0.2153963	CK934596
Cit.5634.1.S1_at	0.2903414	1.67e-01	0.1521617	CD574747
Cit.40192.1.S1_at	0.2903414	1.67e-01	0.44708	
Cit.26348.1.S1_at	0.2903511	1.67e-01	-0.2670526	CV886504
Cit.38722.1.S1_at	0.2905074	1.67e-01	-0.3042154	CK701397
Cit.16344.1.S1_at	0.2905148	1.67e-01	1.5730998	CF835221
Cit.30346.1.S1_at	0.2905698	1.67e-01	0.172227	CX295328
Cit.19252.1.S1_at	0.2906594	1.67e-01	-0.6123115	CX303370
Cit.15231.1.S1_s_at	0.2906594	1.67e-01	0.147524	CX672086
Cit.31446.1.S1_at	0.2906963	1.67e-01	-1.2380546	CX288504
Cit.18147.1.S1_x_at	0.2907499	1.67e-01	-0.1578228	CK937561
Cit.7576.1.S1_at	0.2908596	1.67e-01	0.3221889	CX638633
Cit.14719.1.S1_s_at	0.2908764	1.67e-01	-0.183218	CN182892
Cit.5067.1.S1_at	0.2908976	1.67e-01	0.2364889	CX070052
Cit.22161.1.S1_at	0.2908976	1.67e-01	-0.2377034	CX664560
Cit.9975.1.S1_s_at	0.2909051	1.67e-01	0.1139817	CB293452
Cit.31356.1.S1_at	0.2909154	1.67e-01	-0.2614444	CK701614
Cit.20563.1.S1_at	0.290926	1.67e-01	-0.0951231	CF507184
Cit.7552.1.S1_at	0.2909455	1.67e-01	1.74885	CX077855
Cit.12758.1.S1_at	0.2909488	1.67e-01	-0.1264802	CN185580
Cit.25788.1.S1_at	0.2909488	1.67e-01	1.3741688	CB291175
Cit.16019.1.S1_at	0.2909488	1.67e-01	1.2642677	CX640495
Cit.10395.1.S1_s_at	0.2909589	1.67e-01	-0.0913009	CF507316
Cit.30170.1.S1_at	0.2910056	1.68e-01	0.1694782	C24230
Cit.4072.1.S1_s_at	0.2910779	1.68e-01	-0.1252406	CB291334
Cit.21788.1.S1_at	0.2910784	1.68e-01	-0.2459674	CX309207
Cit.18827.1.S1_at	0.2910975	1.68e-01	-1.1318656	CX301213
Cit.11272.1.S1_s_at	0.2911152	1.68e-01	0.1475283	CV708566
Cit.27098.1.S1_at	0.2911211	1.68e-01	-1.304965	CV717827
Cit.14707.1.S1_at	0.2913632	1.68e-01	0.1749713	CX303045
Cit.17231.1.S1_at	0.2913632	1.68e-01	-0.1799743	CF506361
Cit.29600.1.S1_s_at	0.2915444	1.68e-01	0.1199293	CF504632
Cit.5717.1.S1_at	0.2916047	1.68e-01	-0.9605914	CX638869
Cit.12125.1.S1_at	0.2916047	1.68e-01	-2.1365404	CN186660
Cit.29389.1.S1_s_at	0.2917036	1.68e-01	0.1280559	CX672658
Cit.2898.1.S1_s_at	0.2917677	1.68e-01	-0.1228883	CX639019
Cit.12594.1.S1_at	0.2918779	1.68e-01	-0.3948402	CK940028
Cit.11019.1.S1_s_at	0.2919323	1.68e-01	-0.1722868	CX668085
Cit.8158.1.S1_at	0.2919652	1.68e-01	1.7351986	CF834272
Cit.29284.1.S1_at	0.2920301	1.68e-01	-1.5693675	
Cit.4718.1.S1_at	0.2920919	1.68e-01	-0.3075161	CX053370
Cit.30070.1.S1_at	0.2921106	1.68e-01	0.5706951	CF507852
Cit.16642.1.S1_at	0.2923224	1.68e-01	-1.7263606	CX670874
Cit.2728.1.S1_s_at	0.2923287	1.68e-01	0.0956762	CX643741
Cit.16454.1.S1_s_at	0.2923942	1.69e-01	0.1776653	CN188248
Cit.29339.1.S1_at	0.2924947	1.69e-01	-1.4930463	CN184371
Cit.9395.1.S1_s_at	0.2925012	1.69e-01	-1.1370914	CV713375
Cit.40044.1.S1_s_at	0.2925012	1.69e-01	0.1396896	CN187898
Cit.18674.1.S1_at	0.2925012	1.69e-01	1.7067174	CX299058
Cit.21327.1.S1_at	0.2925854	1.69e-01	0.354582	
Cit.414.1.S1_x_at	0.2925854	1.69e-01	0.1982018	CF832318
Cit.17990.1.S1_at	0.2926225	1.69e-01	-0.1857179	CX303677
Cit.22041.1.S1_at	0.292739	1.69e-01	-0.3190825	DN623704
Cit.26515.1.S1_at	0.292739	1.69e-01	0.3493988	CN188668
Cit.20909.1.S1_at	0.2927488	1.69e-01	-1.7727954	
Cit.24176.1.S1_x_at	0.2928734	1.69e-01	1.4958355	CD576164
Cit.17432.1.S1_at	0.2929073	1.69e-01	0.853842	CX302642
Cit.24753.1.S1_x_at	0.2929075	1.69e-01	-0.9693617	CX639982
Cit.28750.1.S1_x_at	0.2929075	1.69e-01	0.4971298	CD575207
Cit.40398.1.S1_at	0.2929075	1.69e-01	-0.2920914	
Cit.7234.1.S1_at	0.2929505	1.69e-01	-0.4931648	DN623934
Cit.5610.1.S1_at	0.2929591	1.69e-01	-0.1871911	CX076956
Cit.10158.1.S1_s_at	0.2929875	1.69e-01	0.1315533	CX671172
Cit.38926.1.S1_s_at	0.293103	1.69e-01	0.1322299	DN797433
Cit.4670.1.S1_at	0.293124	1.69e-01	-0.0934448	CX078173
Cit.22255.1.S1_at	0.2931361	1.69e-01	1.1062467	CX668754
Cit.18942.1.S1_at	0.2931361	1.69e-01	-1.4633538	CX301673
Cit.22624.1.S1_at	0.2932082	1.69e-01	0.7054382	CF836380
Cit.28052.1.S1_at	0.2932676	1.69e-01	-0.098263	DT214560
Cit.31116.1.S1_at	0.2932676	1.69e-01	-2.1412129	CV714988
Cit.18658.1.S1_at	0.2933364	1.69e-01	-0.1131934	CX298595
Cit.38493.1.S1_at	0.2933829	1.69e-01	-1.3840918	CF509080
Cit.16774.1.S1_at	0.2933829	1.69e-01	-1.3271239	CX644524
Cit.1560.1.S1_s_at	0.2934971	1.69e-01	-0.0955286	CF418886
Cit.18941.1.S1_at	0.2934978	1.69e-01	-1.1402982	CX301672
Cit.16279.1.S1_at	0.2934992	1.69e-01	1.8074251	CV717178
Cit.1656.1.S1_at	0.2935119	1.69e-01	-1.4239439	CV711932
Cit.15431.1.S1_at	0.2936252	1.70e-01	-0.3480827	CF835787
Cit.4599.1.S1_at	0.2937108	1.70e-01	-1.5937786	CD574554
Cit.13419.1.S1_at	0.2937277	1.70e-01	-0.1900474	CV886264
Cit.21607.1.S1_x_at	0.2937277	1.70e-01	-0.8742306	CX290650
Cit.14416.1.S1_at	0.2937277	1.70e-01	0.1451509	CV706097
Cit.7303.1.S1_at	0.2937277	1.70e-01	-0.7631684	CX639445
Cit.37047.1.S1_at	0.293801	1.70e-01	-1.5815316	CX636517
Cit.13061.1.S1_at	0.2938097	1.70e-01	-0.0861391	CB304830
Cit.40045.1.S1_at	0.2938217	1.70e-01	-0.1844634	
Cit.9982.1.S1_at	0.2938513	1.70e-01	0.5993253	CX643651
Cit.37946.1.S1_at	0.2939317	1.70e-01	-0.1179904	CF504194
Cit.5631.1.S1_s_at	0.2939317	1.70e-01	0.1365287	CX643376
Cit.28574.1.S1_s_at	0.2939694	1.70e-01	0.3743184	CV709919
Cit.23882.1.S1_at	0.2940414	1.70e-01	-0.5312506	CV708119
Cit.38580.1.S1_at	0.2941744	1.70e-01	-0.1315736	CF509938
Cit.11536.1.S1_at	0.2942859	1.70e-01	0.1427476	CF832817
Cit.25936.1.S1_at	0.294437	1.70e-01	1.4456295	CB293746
Cit.15370.1.S1_at	0.294437	1.70e-01	-0.2186314	CD574959
Cit.17028.1.S1_at	0.294437	1.70e-01	0.2854949	CX292855
Cit.27101.1.S1_at	0.294437	1.70e-01	-0.5662739	CV717874
Cit.24191.1.S1_at	0.294437	1.70e-01	1.0967224	CD575388
Cit.25280.1.S1_at	0.2944745	1.70e-01	-0.1156648	DN624072
Cit.29266.1.S1_at	0.2944751	1.70e-01	-0.3852191	CN182124
Cit.28135.1.S1_at	0.2945725	1.70e-01	-0.374895	CX674514
Cit.18418.1.S1_at	0.2946144	1.70e-01	-0.1921351	CX287845
Cit.6497.1.S1_at	0.2946144	1.70e-01	-0.1364359	CX670248
Cit.21959.1.S1_at	0.2946144	1.70e-01	-0.266425	DN622005
Cit.6427.1.S1_at	0.2946144	1.70e-01	-1.4739051	CX640981
Cit.21345.1.S1_at	0.2946144	1.70e-01	-1.832165	CK937730
Cit.31218.1.S1_at	0.2947075	1.70e-01	-0.4079612	CX298840
Cit.18085.1.S1_s_at	0.2947503	1.71e-01	-0.4966808	CK702248
Cit.15774.1.S1_at	0.2947503	1.71e-01	0.0894435	CN182736
Cit.18562.1.S1_at	0.2947526	1.71e-01	-0.2170793	CX295502
Cit.10604.1.S1_at	0.2947678	1.71e-01	0.1072779	CF831776
Cit.7945.1.S1_at	0.2947678	1.71e-01	-0.7961861	DN624803
Cit.14329.1.S1_s_at	0.294813	1.71e-01	-0.1186818	CX674137
Cit.26779.1.S1_s_at	0.294855	1.71e-01	1.3506383	CV713541
Cit.3225.1.S1_s_at	0.294855	1.71e-01	0.1430028	CX674917
Cit.3619.1.S1_s_at	0.294855	1.71e-01	-0.1047649	CX675736
Cit.5635.1.S1_at	0.2948588	1.71e-01	-0.9276403	CV714963
Cit.33514.1.S1_at	0.2948653	1.71e-01	1.4096664	CX301163
Cit.8707.1.S1_s_at	0.2948923	1.71e-01	0.1115746	CN186844
Cit.5709.1.S1_s_at	0.2949962	1.71e-01	0.1207317	CX053658
Cit.38216.1.S1_at	0.2950126	1.71e-01	-0.96341	CF506492
Cit.37366.1.S1_at	0.2950143	1.71e-01	-0.4178339	CO912624
Cit.23978.1.S1_x_at	0.2950198	1.71e-01	0.8077225	CV710664
Cit.28261.1.S1_at	0.2950241	1.71e-01	0.3781795	DN619387
Cit.6759.1.S1_at	0.2950975	1.71e-01	-0.1428444	CX673438
Cit.4466.1.S1_s_at	0.2952099	1.71e-01	0.1127855	CB292143
Cit.15249.1.S1_at	0.2952099	1.71e-01	-0.1894151	CX675089
Cit.7472.1.S1_at	0.295263	1.71e-01	-1.4694462	CX070605
Cit.39378.1.S1_at	0.295263	1.71e-01	1.7344696	
Cit.27058.1.S1_at	0.295263	1.71e-01	-1.5146486	CV717253
Cit.15614.1.S1_at	0.295263	1.71e-01	0.0885853	CK932760
Cit.21380.1.S1_s_at	0.2953023	1.71e-01	0.0848872	DN621938
Cit.28263.1.S1_at	0.2953023	1.71e-01	-0.6140866	DN619534
Cit.18965.1.S1_s_at	0.2953175	1.71e-01	1.9576191	CX301766
Cit.14610.1.S1_at	0.2953343	1.71e-01	0.8267476	DT214449
Cit.38382.1.S1_at	0.2953343	1.71e-01	-0.2719454	CF507927
Cit.24072.1.S1_at	0.2956076	1.71e-01	-0.4874864	CD574827
Cit.16246.1.S1_at	0.2956131	1.71e-01	0.7685414	CX070753
Cit.36369.1.S1_at	0.2958848	1.71e-01	1.2797165	CV717561
Cit.20435.1.S1_s_at	0.2959699	1.72e-01	-0.2223489	CX640207
Cit.32204.1.S1_at	0.2961281	1.72e-01	1.0975578	CX289278
Cit.38749.1.S1_at	0.2961281	1.72e-01	-0.1824288	CK701722
Cit.19138.1.S1_at	0.2961281	1.72e-01	1.6984079	CX302698
Cit.6945.1.S1_at	0.2961281	1.72e-01	0.156303	CX043444
Cit.31328.1.S1_at	0.2963475	1.72e-01	-0.1005608	CK701900
Cit.30728.1.S1_s_at	0.2963843	1.72e-01	-0.0886113	CN189720
Cit.1893.1.S1_at	0.296613	1.72e-01	-0.3204311	CN186650
Cit.20387.1.S1_at	0.2966323	1.72e-01	0.1420764	CX636577
Cit.5999.1.S1_s_at	0.2967949	1.72e-01	-0.1286213	CX639544
Cit.16757.1.S1_at	0.2967949	1.72e-01	1.7539419	CX644420
Cit.14297.1.S1_s_at	0.2967949	1.72e-01	-0.1358515	CF829535
Cit.27527.1.S1_at	0.2967949	1.72e-01	1.2308499	CX074407
Cit.13378.1.S1_at	0.2968338	1.72e-01	-0.1493409	CX675059
Cit.24383.1.S1_x_at	0.2968555	1.72e-01	-1.336296	CX543944
Cit.20043.1.S1_at	0.2968742	1.72e-01	0.1853384	CB250381
Cit.26421.1.S1_at	0.2969972	1.72e-01	-1.3958846	CN186090
Cit.21416.1.S1_at	0.2970127	1.72e-01	0.9782468	
Cit.14476.1.S1_at	0.2970937	1.72e-01	-0.1303803	DN619654
Cit.4611.1.S1_at	0.2970937	1.72e-01	0.1190378	DN957588
Cit.34675.1.S1_at	0.2971253	1.72e-01	-0.3192721	CX308225
Cit.28752.1.S1_x_at	0.2971253	1.72e-01	-1.2053926	CD573846
Cit.15120.1.S1_at	0.2971912	1.72e-01	0.2087326	CX671044
Cit.4775.1.S1_at	0.2972525	1.73e-01	-0.2462568	CX666173
